"facility_name","lat","lon","location_information_region_province","location_information_district","location_information_chiefdom","location_information_facility_location","facility_type","managing_authority","setting","outpatient_only","capacity_number_consultation_rooms","capacity_number_inpatient_beds","capacity_number_maternity_beds","group_number_employed_list_community_health_officer_cho_number_in_post","group_number_employed_list_community_health_officer_cho_number_present_at_visit","group_number_employed_list_community_health_technician_cht_number_in_post","group_number_employed_list_community_health_technician_cht_number_present_at_visit","group_number_employed_list_community_health_assistant_cha_number_in_post","group_number_employed_list_community_health_assistant_cha_number_present_at_visit","group_number_employed_list_community_midwives_cm_number_in_post","group_number_employed_list_community_midwives_cm_number_present_at_visit","group_number_employed_list_sechn_sechn_number_in_post","group_number_employed_list_sechn_sechn_number_present_at_visit","group_number_employed_list_laboratory_technicians_lab_tech_number_in_post","group_number_employed_list_laboratory_technicians_lab_tech_number_present_at_visit","group_number_employed_list_mch_aides_mch_aides_number_in_post","group_number_employed_list_mch_aides_mch_aides_number_present_at_visit","group_number_employed_list_cleaner_porter_cleaner_porter_number_in_post","group_number_employed_list_cleaner_porter_cleaner_porter_number_present_at_visit","group_number_employed_list_other_other_number_in_post","group_number_employed_list_other_other_number_present_at_visit","ql_human_resources_hr_focal_point","ql_human_resources_hr_staff_received_info","ql_human_resources_hr_healthcare_provider_training","ql_human_resources_hr_healthcare_provider_revised_training","ql_human_resources_hr_daily_staff_list","ql_information_education_communication_iec_handwashing_procedure","ql_information_education_communication_iec_physical_distancing","ql_information_education_communication_iec_covering_nose_mouth","ql_information_education_communication_iec_early_symptom_recognition","ql_information_education_communication_iec_when_facility_vs_home","ql_information_education_communication_iec_rational_ppe_use","ql_information_education_communication_iec_helpline_number","ql_surveillance_surv_procedure_for_notification","ql_surveillance_surv_official_case_definition","ql_surveillance_surv_hotline_number","ql_surveillance_surv_timely_data_reported_to_district","ql_triage_and_early_recognition_ter_screening_area_set_up","ql_triage_and_early_recognition_ter_symptom_screening_questionnaires","ql_triage_and_early_recognition_ter_temperature_measurement_at_triage","ql_triage_and_early_recognition_ter_physical_distancing_in_waiting","ql_triage_and_early_recognition_ter_separate_waiting_for_symptomatic","ql_chw_chw_trained_precautions","ql_chw_chw_trained_community_service","ql_chw_chw_drugs","ql_chw_chw_gloves","ql_chw_chw_masks","ql_chw_chw_iec_materials","ql_isolation_physical_distancing_iso_designated_isolation_for_suspected","ql_isolation_physical_distancing_iso_distance_between_patients_in_waiting","ql_isolation_physical_distancing_iso_distance_between_patient_beds","ql_isolation_physical_distancing_iso_transfer_referral_protocol","ql_ppe_ipc_ppe_medical_masks","ql_ppe_ipc_ppe_disp_surgical_masks","ql_ppe_ipc_ppe_eye_protection","ql_ppe_ipc_ppe_examination_gloves","ql_ppe_ipc_ppe_surgical_gloves","ql_ppe_ipc_ppe_long_cuffed_gloves","ql_ppe_ipc_ppe_heavy_duty_gloves","ql_ppe_ipc_ppe_long_sleeved_gown","ql_ppe_ipc_ppe_waterproof_aprons","ql_ppe_plan_ipc_ppe_plan_staff_trained_on_ppe","ql_ppe_plan_ipc_ppe_plan_ppe_poster_displayed","ql_ppe_plan_ipc_ppe_plan_fit_test_kit","ql_ppe_plan_ipc_ppe_plan_contingency_for_shortages","ql_waste_collection_and_disposal_ipc_wcd_colour_coded_bins","ql_waste_collection_and_disposal_ipc_wcd_clinical_waste_bags","ql_waste_collection_and_disposal_ipc_wcd_laundry_receptacles_at_patient_rooms","ql_waste_collection_and_disposal_ipc_wcd_incinerator","ql_water_sanitation_and_hygiene_ipc_wash_clean_running_water","ql_water_sanitation_and_hygiene_ipc_wash_hand_soap","ql_water_sanitation_and_hygiene_ipc_wash_liquid_soap","ql_water_sanitation_and_hygiene_ipc_wash_disp_hand_towels","ql_water_sanitation_and_hygiene_ipc_wash_alcohol_based_hand_gel","ql_disinfection_and_sterilization_ipc_ds_protocol_facility_disinfection","ql_disinfection_and_sterilization_ipc_ds_protocol_equipment_sterilisation","ql_disinfection_and_sterilization_ipc_ds_environmental_disinfectant","ql_disinfection_and_sterilization_ipc_ds_cleaning_schedule_in_toilets","ql_disinfection_and_sterilization_ipc_ds_protocol_corpse_handling","ql_logistics_patient_and_sample_transfer_log_referral_plan","ql_logistics_patient_and_sample_transfer_log_cellphone_landline_swradio","ql_logistics_patient_and_sample_transfer_log_tracer_drugs","ql_logistics_patient_and_sample_transfer_log_albendazole","ql_logistics_patient_and_sample_transfer_log_amoxicillin","ql_logistics_patient_and_sample_transfer_log_ampicillin","ql_logistics_patient_and_sample_transfer_log_chlorhexidine_5","question10_log_chlorhexidine_7","question10_log_gentamicin","question10_log_folic","question10_log_ferrous_and_folic","question10_log_compound_sodium","question10_log_co_trimoxazole_400","question10_log_co_trimoxazole_200","question6_log_metronidazole_250","question6_log_metronidazole_200","question6_log_methyldopa","question6_log_magnesium_sulphate","question6_log_lidocaine","question6_log_ibuprofen","question2_log_surgical_spirit","question2_log_sodium_chloride","question2_log_povidone","question2_log_paracetamol_500","question2_log_paracetamol_250","question2_log_ors","question7_log_gauze","question7_log_cotton_wool","question7_log_cannula_iv_20","question7_log_cannula_iv_24","question7_log_zinc_sulphate","question7_log_water","question4_log_needle_23","question4_log_needle_21","question4_log_glove_giving","question4_log_glove_surgical","question4_log_glove_gyn","question4_log_glove_exam","question1_log_tape","question1_log_syringe","question1_log_oxytocin","question1_log_diazepam","question1_log_misoprostol","question1_log_glucose","ql_human_resources_score_human_resources","ql_human_resources_score_max_human_resources","ql_information_education_communication_score_information_education_communication","ql_information_education_communication_score_max_information_education_communication","ql_surveillance_score_surveillance","ql_surveillance_score_max_surveillance","ql_chw_score_chw","ql_chw_score_max_chw","ql_isolation_physical_distancing_score_isolation","ql_isolation_physical_distancing_score_max_isolation","ql_ppe_score_infection_prevention_and_control_ppe","ql_ppe_score_max_infection_prevention_and_control_ppe","ql_ppe_plan_score_infection_prevention_and_control_ppe_plan","ql_ppe_plan_score_max_infection_prevention_and_control_ppe_plan","ql_waste_collection_and_disposal_score_infection_prevention_and_control_waste_collection_and_disposal","ql_waste_collection_and_disposal_score_max_infection_prevention_and_control_waste_collection_and_disposal","ql_water_sanitation_and_hygiene_score_infection_prevention_and_control_water_sanitation_and_hygiene","ql_water_sanitation_and_hygiene_score_max_infection_prevention_and_control_water_sanitation_and_hygiene","ql_disinfection_and_sterilization_score_infection_prevention_and_control_disinfection_and_sterilization","ql_disinfection_and_sterilization_score_max_infection_prevention_and_control_disinfection_and_sterilization","score_infection_prevention_and_control","score_max_infection_prevention_and_control","consultations_head_count_month_1","consultations_head_count_month_2","consultations_head_count_month_3","consultations_head_count_month_4","consultations_general_outpatient_month_1","consultations_general_outpatient_month_2","consultations_general_outpatient_month_3","consultations_general_outpatient_month_4","consultations_deliveries_month_1","consultations_deliveries_month_2","consultations_deliveries_month_3","consultations_deliveries_month_4","consultations_pent_vaccines_month_1","consultations_pent_vaccines_month_2","consultations_pent_vaccines_month_3","consultations_pent_vaccines_month_4","consultations_head_count_monthly_average_head_counts","consultations_general_outpatient_monthly_average_general_outpatient","consultations_deliveries_monthly_average_deliveries","consultations_pent_vaccines_monthly_average_pent_vaccines","ql_triage_and_early_recognition_score_triage_and_early_recognition","ql_triage_and_early_recognition_score_max_triage_and_early_recognition","question1_score_logistics_patient_and_sample_transfer","question1_score_max_logistics_patient_and_sample_transfer","score_total","score_max_total"
"Thomas Tertiary Hospital","-10.236937"," -39.814890","Northern","Tonkolili","Nevada","Kerrville","mch_post","government_public","urban","no","1","1","1","7","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","completed","partially_completed","not_completed","partially_completed","completed","displayed","not_displayed","not_displayed","not_displayed","not_displayed","not_displayed","displayed","not_in_place","not_in_place","fully_operational","fully_operational","partially_operational","partially_operational","fully_operational","fully_operational","not_in_place","partial","partial","partial","adequate","not_in_place","not_in_place","not_in_place","fully_operational","fully_operational","fully_operational","not_available","not_available","not_available","risk_of_shortage","sufficient_supplies","sufficient_supplies","not_available","not_available","not_available","not_available","not_available","available_fully_achieved","not_available","risk_of_shortage","not_available","not_available","not_available","risk_of_shortage","not_available","not_available","not_available","not_available","sufficient_supplies","sufficient_supplies","not_available","not_available","not_available","available","partially_available","partially_available","available","available","not_available","not_available","not_available","available","available","not_available","not_available","available","available","available","not_available","available","partially_available","not_available","available","partially_available","available","available","available","available","available","not_available","available","available","available","available","not_available","partially_available","available","available","partially_available","available","not_available","not_available","available","available","available","not_available","not_available","3","5","2","7","2","4","2","6","3","4","2.5","9","1","4","0.5","4","0.5","5","2","5","6.5","27",224,288,218,421,246,309,300,234,13,16,17,13,12,14,15,4,287,272,14,11,3,5,26,44,48,102
"Robert MCHP","-61.542334"," 80.162887","Eastern","Kenema","Alaska","Lake Johnstad","mch_post","government_public","peri_urban","yes","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","partially_completed","partially_completed","partially_completed","completed","completed","displayed","displayed","displayed","displayed","displayed","displayed",NA,"fully_operational","partially_operational","fully_operational","fully_operational","partially_operational","partially_operational","partially_operational","partially_operational",NA,"partial","partial","partial","partial","partial","partial","not_in_place","partially_operational","partially_operational","partially_operational","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","available_fully_achieved","available_fully_achieved","partially_achieved","partially_achieved","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","partially_available","not_available","partially_available","partially_available","partially_available","partially_available","partially_available","partially_available","partially_available","available","available","available","available","partially_available","partially_available","available","available","partially_available","partially_available","partially_available","available","partially_available","partially_available","partially_available","partially_available","available","partially_available","available","available","available","available","available","partially_available","available","available","available","available","partially_available","partially_available","available","available","available","available","partially_available","3.5","5","6","7","3.5","4","2.5","6","1.5","4","4.5","9","3","4","2","4","5","5","2","5","16.5","27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,30,44,66,102
"Rebekah Tertiary Hospital","-64.6960615"," -155.675806","North-Western","Port Loko","Montana","Valerieborough","community_health_post","government_public","peri_urban","yes","2","0","3","0","0","0","0","0","0","0","0","3","2","0","0","3","3","0","0","0","0","not_completed","completed","not_completed","not_completed","completed","not_displayed","not_displayed","not_displayed","displayed","not_displayed","displayed","displayed","fully_operational","not_in_place","fully_operational","fully_operational","fully_operational","not_in_place","partially_operational","fully_operational","fully_operational","partial","partial","adequate","adequate","not_in_place","not_in_place","partially_operational","fully_operational","fully_operational","fully_operational","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","partially_achieved","available_fully_achieved","not_available","available_fully_achieved","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","not_available","not_available","not_available","sufficient_supplies","not_available","sufficient_supplies","sufficient_supplies","not_available","available","partially_available",NA,"partially_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","partially_available","partially_available","not_available","not_available","not_available","available","partially_available","not_available","partially_available","not_available","partially_available","not_available","not_available","partially_available","partially_available","available","not_available","not_available","available","not_available","not_available","not_available","not_available","not_available","not_available","partially_available","partially_available","available","partially_available","available","not_available","not_available","2","5","3","7","3","4","2.5","6","3.5","4","0","9","2.5","4","4","4","1","5","2","5","9.5","27",780,805,760,1044,363,448,340,403,40,37,28,29,34,39,35,35,847,388,33,35,3,5,11,44,38,102
"Andrew Hospital/CHC","44.582128"," -149.870484","North-Western","Port Loko","Oregon","Valerieborough","community_health_post","government_public","peri_urban","yes","1","0","2","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","1","0","0","not_completed","completed","partially_completed","not_completed","completed","displayed","not_displayed","not_displayed","not_displayed","not_displayed","not_displayed","not_displayed","fully_operational","not_in_place","fully_operational","fully_operational","not_in_place","not_in_place","partially_operational","fully_operational","not_in_place","partial","partial","partial","not_in_place","not_in_place","not_in_place","not_in_place","fully_operational","not_in_place","fully_operational","risk_of_shortage","risk_of_shortage","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","not_available","risk_of_shortage","not_available","partially_achieved","available_fully_achieved","not_available","available_fully_achieved","sufficient_supplies","risk_of_shortage","risk_of_shortage","not_available","not_available","risk_of_shortage","not_available","not_available","not_available","sufficient_supplies","not_available","risk_of_shortage","not_available","not_available","available","available",NA,"available","partially_available","not_available","partially_available","not_available","partially_available","not_available","not_available","not_available","not_available","partially_available","not_available","not_available","available","available","partially_available","available","not_available","available","available","available","not_available","available","partially_available","available","not_available","not_available","partially_available","available","partially_available","not_available","not_available","not_available","not_available","available","partially_available","not_available","available","available","not_available","partially_available","2.5","5","1","7","3","4","1","6","2","4","4.5","9","2.5","4","2","4","0.5","5","1.5","5","11","27",288,243,283,141,189,145,145,90,11,7,16,2,12,11,26,0,238,142,9,12,1,5,18,44,40,102
"Emily CHP","45.736229"," 102.489587","Northern","Koinadugu","Tennessee","Port Colleenfort","community_health_post","government_public","peri_urban","yes","3","6","5","0","0","0","0","1","1","0","0","0","0","0","0","2","2","2","2","3","3","not_completed","completed","not_completed","not_completed","completed","displayed","displayed","displayed","displayed","displayed","displayed","displayed","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","not_in_place","fully_operational","fully_operational","not_in_place","partial","partial","adequate","adequate","adequate","adequate","not_in_place","fully_operational","fully_operational","fully_operational","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","not_available","sufficient_supplies","sufficient_supplies","available_fully_achieved","available_fully_achieved","available_fully_achieved","available_fully_achieved","not_available","not_available","not_available","not_available","risk_of_shortage","not_available","not_available","not_available","not_available","sufficient_supplies","sufficient_supplies","not_available","sufficient_supplies","sufficient_supplies","available","available","available","not_available","available","not_available","available","available",NA,"not_available","not_available",NA,NA,NA,"not_available",NA,"available",NA,NA,"not_available","not_available","available","available","available","not_available","available","not_available","available","not_available","not_available",NA,NA,"partially_available","partially_available","available","not_available","not_available",NA,"available","partially_available","available","available","not_available","not_available","2","5","7","7","4","4","4.5","6","3","4","7","9","4","4","0","4","0.5","5","3","5","14.5","27",268,218,277,319,163,150,197,175,11,6,13,15,10,13,22,11,270,171,11,14,3,5,16,44,54,102
"Carlos CHp","66.546422"," 94.201596","Northern","Koinadugu","Georgia","West Jennifer","mch_post","government_public","peri_urban","yes","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","1","completed","completed","partially_completed","partially_completed","completed","displayed","displayed","displayed","displayed","displayed","displayed","displayed","fully_operational","not_in_place","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","not_in_place","adequate","adequate","adequate","adequate","partial","adequate","not_in_place","fully_operational","fully_operational","fully_operational","sufficient_supplies","not_available","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","not_available","sufficient_supplies","sufficient_supplies","available_fully_achieved","available_fully_achieved","available_fully_achieved","available_fully_achieved","sufficient_supplies","not_available","not_available","not_available","risk_of_shortage","not_available","not_available","not_available","not_available","sufficient_supplies","sufficient_supplies","risk_of_shortage","sufficient_supplies","sufficient_supplies","available","partially_available","available","available","available","not_available","available","not_available",NA,NA,NA,"available","available","not_available","not_available","not_available","available","available","not_available","available","available","available","available","available","not_available","available","not_available","available","not_available","not_available","available","available","not_available","not_available","available","available","available","available","not_available","not_available","available","available","not_available","not_available","4","5","7","7","3","4","4.5","6","3","4","6","9","4","4","1","4","0.5","5","3.5","5","15","27",319,326,244,227,179,157,123,108,8,13,13,14,8,17,6,7,279,141,12,9,4,5,23,44,64,102
"Tanya MCHP","62.770247"," 123.502696","Southern","Pujehun","New Jersey","Riceville","community_health_post","government_public","rural","yes","1","3","1","0","0","0","0","2","1","0","0","1","1","0","0","2","2","1","0","2","0","completed","completed","completed","completed","completed","displayed","displayed","displayed","displayed","displayed","displayed","displayed","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","adequate","adequate","adequate","adequate","adequate","adequate","fully_operational","fully_operational","fully_operational","fully_operational","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","not_available","risk_of_shortage","risk_of_shortage","available_fully_achieved","not_available","not_available","not_available","sufficient_supplies","sufficient_supplies","not_available","risk_of_shortage","risk_of_shortage","risk_of_shortage","sufficient_supplies","not_available","not_available","not_available","not_available","risk_of_shortage","not_available","not_available","available","available","partially_available","available","available","available","not_available",NA,"not_available","not_available","not_available","available","available","not_available","available","not_available","not_available","available","not_available","available","partially_available","available","partially_available","available","not_available","available","not_available","available","not_available","partially_available","available","partially_available","partially_available","partially_available","available","partially_available","partially_available","partially_available","available","available","available","available","not_available","not_available","5","5","7","7","4","4","5","6","4","4","4","9","1","4","2.5","4","2","5","0.5","5","10","27",545,858,699,1220,200,216,220,200,30,27,25,27,17,16,17,30,830,209,27,20,5,5,23,44,63,102
"Amber Tertiary Hospital","70.239336"," -129.975261","Southern","Pujehun","New Jersey","Donnaburgh","mch_post","government_public","rural","yes","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","not_completed","completed","not_completed","not_completed","not_completed","displayed","displayed","displayed","displayed","displayed","not_displayed","displayed","fully_operational","not_in_place","fully_operational","fully_operational","not_in_place","not_in_place","fully_operational","partially_operational","not_in_place","not_in_place","partial","not_in_place","not_in_place","not_in_place","not_in_place","not_in_place","not_in_place","not_in_place","not_in_place","risk_of_shortage","not_available","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","sufficient_supplies","sufficient_supplies","partially_achieved","not_available","not_available","not_available","risk_of_shortage","sufficient_supplies","not_available","sufficient_supplies","sufficient_supplies","not_available","sufficient_supplies","not_available","not_available","risk_of_shortage","risk_of_shortage","sufficient_supplies","not_available","not_available","available","available","partially_available","available","available","not_available","available",NA,"not_available","available","not_available","available","available","available","available","not_available","not_available","available","not_available","available","not_available","not_available","not_available","available","not_available","available","not_available","available","not_available","not_available","available","not_available","not_available","not_available","available","available","not_available","available","available","available","not_available","not_available","not_available","not_available","1","5","6","7","3","4","0.5","6","0","4","6.5","9","0.5","4","2.5","4","2","5","2","5","13.5","27",171,166,139,136,118,103,93,103,13,10,12,14,8,5,8,11,153,104,12,8,1,5,21,44,47,102
"Kevin hospital","-53.597735"," 136.778861","North-Western","Karene","Massachusetts","Hunterport","community_health_centre","government_public","peri_urban","no","3","3","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","not_completed","completed","not_completed","not_completed","completed","displayed","displayed","not_displayed","displayed","not_displayed","displayed","not_displayed","not_in_place","fully_operational","fully_operational","fully_operational","not_in_place","not_in_place","not_in_place","partially_operational","not_in_place","adequate","not_in_place","adequate","adequate","not_in_place","not_in_place","fully_operational","partially_operational","partially_operational","fully_operational","not_available","not_available","not_available","sufficient_supplies","not_available","not_available","not_available","not_available","risk_of_shortage","available_fully_achieved","available_fully_achieved","not_available","not_available","sufficient_supplies","not_available","not_available","sufficient_supplies","sufficient_supplies","not_available","not_available","not_available","not_available","risk_of_shortage","not_available","not_available","not_available","not_available","available","not_available","available","available","available","not_available","not_available","not_available","available","available","not_available","available","available","not_available","available","not_available","available","available","available","not_available","available","available","available","available","not_available","available","not_available","available","not_available","not_available","available","available","not_available","not_available","available","not_available","not_available","available","not_available","available","available","available","not_available","not_available","2","5","4","7","3","4","2","6","3","4","1.5","9","2","4","2","4","1","5","0.5","5","7","27",1840,2330,2309,1658,1257,1197,1182,803,16,16,16,19,61,18,48,37,2034,1109,16,41,0,5,24,44,45,102
"Jeremiah Clinic","-16.739596"," -106.519965","North-Western","Karene","Connecticut","Kaiserberg","mch_post","government_public","peri_urban","no","1","4","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","not_completed","completed","not_completed","not_completed","completed","not_displayed","displayed","not_displayed","not_displayed","not_displayed","displayed","not_displayed","not_in_place","not_in_place","not_in_place","fully_operational","not_in_place","not_in_place","not_in_place","partially_operational","partially_operational","not_in_place","not_in_place","adequate","adequate","not_in_place","not_in_place","partially_operational","not_in_place","not_in_place","fully_operational","not_available","not_available","not_available","sufficient_supplies","not_available","not_available","not_available","not_available","sufficient_supplies","available_fully_achieved","available_fully_achieved","not_available","not_available","sufficient_supplies","sufficient_supplies","not_available","not_available","sufficient_supplies","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","partially_available","not_available","partially_available","available","not_available","not_available","partially_available","not_available","available","not_available","not_available","available","not_available","not_available","available","not_available","not_available","not_available","not_available","available","partially_available","available","available","available","not_available","available","not_available","available","not_available","not_available","not_available","available","not_available","not_available","available","available","available","not_available","not_available","not_available","available","available","not_available","not_available","2","5","2","7","1","4","2","6","1.5","4","2","9","2","4","2","4","1","5","0","5","7","27",293,129,257,231,175,67,108,89,7,8,14,4,18,15,27,13,227,109,8,18,1,5,17,44,33,102
"Amber CHP","-63.524311"," 4.306230","North-Western","Karene","Massachusetts","Port Carolburgh","mch_post","government_public","peri_urban","no","1","2","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","not_completed","completed","completed","completed","completed","displayed","displayed","not_displayed","displayed","displayed","displayed","not_displayed","not_in_place","fully_operational","fully_operational","fully_operational","not_in_place","not_in_place","not_in_place","partially_operational","not_in_place","adequate","adequate","adequate","adequate","not_in_place","not_in_place","partially_operational","not_in_place","not_in_place","fully_operational","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","sufficient_supplies","sufficient_supplies","sufficient_supplies","partially_achieved","available_fully_achieved","not_available","not_available","sufficient_supplies","sufficient_supplies","not_available","sufficient_supplies","sufficient_supplies","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","available","not_available","available","not_available","available","not_available","available","not_available","available","available","not_available",NA,"available","not_available","available","not_available","available","available","available","available","available","available","available","available","not_available","available","available","not_available","not_available","not_available","available","available","not_available","not_available","available","available","available","available","not_available","available","available","available","not_available","not_available","4","5","5","7","3","4","3","6","1.5","4","8","9","1.5","4","3","4","1","5","0","5","13.5","27",481,355,264,223,57,50,40,28,12,11,9,8,6,12,12,12,330,43,10,10,0,5,26,44,56,102
"Robert Regional Hospital","-15.224350"," 87.259650","Western","Western Area Urban","Rhode Island","Colleenburgh","community_health_centre","government_public","urban","yes","4","6","2","2","1","0","0","2","0","3","1","8","1","3","2","4","0","0","0","0","0","completed","partially_completed","partially_completed","not_completed","not_completed","displayed","displayed","displayed","displayed","displayed","not_displayed","displayed","not_in_place","partially_operational","fully_operational","fully_operational","partially_operational","fully_operational","fully_operational","fully_operational","not_in_place","adequate","partial","adequate","partial","partial","not_in_place","not_in_place","not_in_place","not_in_place","not_in_place","not_available","not_available","risk_of_shortage","not_available","not_available","not_available","not_available","not_available","not_available","partially_achieved","not_available","not_available","not_available","risk_of_shortage","risk_of_shortage","not_available","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","not_available","risk_of_shortage","risk_of_shortage","risk_of_shortage","risk_of_shortage","not_available","not_available","partially_available","not_available","partially_available","partially_available","partially_available","not_available","not_available","partially_available","not_available","not_available","not_available","partially_available","not_available","not_available","not_available","not_available","not_available","partially_available","not_available","partially_available","not_available","partially_available","not_available","partially_available","partially_available","available","partially_available","partially_available","not_available","not_available","partially_available","partially_available","not_available","not_available","partially_available","not_available","not_available","not_available","not_available","not_available","partially_available","partially_available","not_available","not_available","2","5","6","7","2.5","4","2.5","6","0","4","0.5","9","0.5","4","1.5","4","2","5","1.5","5","6","27",880,1050,911,652,352,544,657,250,40,41,96,28,0,70,52,0,873,450,51,30,3,5,9,44,32,102
"Toni CHp","27.4683045"," -67.086320","Southern","Moyamba","Colorado","Port Genehaven","community_health_centre","government_public","peri_urban","yes","1","0","1","2","2","0","0","0","0","1","1","2","2","1","1","3","3","1","1","1","1","completed","completed","partially_completed","partially_completed","partially_completed","displayed","displayed","displayed","displayed","displayed","displayed","not_displayed","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","partially_operational","partial","not_in_place","partial","partial","not_in_place","not_in_place","partially_operational","fully_operational","fully_operational","fully_operational","not_available","sufficient_supplies","not_available","sufficient_supplies","not_available","not_available","not_available","sufficient_supplies","sufficient_supplies","partially_achieved","partially_achieved","partially_achieved","available_fully_achieved","sufficient_supplies","risk_of_shortage","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","not_available","not_available","sufficient_supplies","sufficient_supplies","sufficient_supplies","not_available","risk_of_shortage","sufficient_supplies","available","not_available",NA,"not_available","available","available","not_available","not_available","not_available","not_available",NA,"available","available","not_available",NA,"not_available","available",NA,"not_available","available","available","available","available","available","not_available","available","available","available","available","available","available","available","available","available","available",NA,"available","available","available","available",NA,"available","not_available","not_available","3.5","5","6","7","4","4","1","6","3.5","4","4","9","2.5","4","3.5","4","2","5","3","5","15","27",329,286,128,189,92,115,91,38,11,11,4,10,5,4,16,7,233,84,9,8,4,5,24,44,61,102
"Amber CHp","-51.206867"," -4.695275","Southern","Moyamba","Alabama","New Walterport","community_health_centre","government_public","slum","yes","2","5","1","2","2","0","0","0","0","0","0","0","0","0","0","3","3","1","1","1","1","completed","completed","completed","completed","completed","displayed","displayed","displayed","displayed","displayed","displayed","displayed","fully_operational","fully_operational","partially_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","fully_operational","partial","partial","partial","partial","partial","adequate","fully_operational","fully_operational","fully_operational","fully_operational","risk_of_shortage","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","available_fully_achieved","available_fully_achieved","available_fully_achieved","available_fully_achieved","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","risk_of_shortage","not_available","not_available","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","sufficient_supplies","available","partially_available","available","available","available","not_available","available","partially_available","available",NA,"available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","not_available","available","available","available","available","available","available","available","available",NA,"available","available","available","available","available","available","not_available","available","5","5","7","7","3.5","4","3","6","4","4","8.5","9","4","4","4","4","2.5","5","4","5","23","27",492,537,486,524,396,392,291,254,11,7,10,11,12,13,13,15,509,333,9,13,5,5,36,44,86,102
